"","TAVG","TMAX","TMIN","TOBS","DAPR","MDPR","PRCP","SNOW","SNWD","AWND","PGTM","WDF2","WDF5","DATE","NAME"
"112",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/4/22","WOOD RIDGE 0.2 N, NJ US"
"113",NA,NA,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,"2023/4/23","WOOD RIDGE 0.2 N, NJ US"
"114",NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,"2023/4/24","WOOD RIDGE 0.2 N, NJ US"
"115",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/4/25","WOOD RIDGE 0.2 N, NJ US"
"116",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/4/26","WOOD RIDGE 0.2 N, NJ US"
"117",NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,"2023/4/27","WOOD RIDGE 0.2 N, NJ US"
"118",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/4/28","WOOD RIDGE 0.2 N, NJ US"
"119",NA,NA,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,"2023/4/29","WOOD RIDGE 0.2 N, NJ US"
"120",NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,"2023/4/30","WOOD RIDGE 0.2 N, NJ US"
"121",NA,NA,NA,NA,NA,NA,2.38,NA,NA,NA,NA,NA,NA,"2023/5/1","WOOD RIDGE 0.2 N, NJ US"
"122",NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,"2023/5/2","WOOD RIDGE 0.2 N, NJ US"
"123",NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,"2023/5/3","WOOD RIDGE 0.2 N, NJ US"
"124",NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,"2023/5/4","WOOD RIDGE 0.2 N, NJ US"
"125",NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,"2023/5/5","WOOD RIDGE 0.2 N, NJ US"
"126",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"2023/5/6","WOOD RIDGE 0.2 N, NJ US"
"127",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/7","WOOD RIDGE 0.2 N, NJ US"
"128",NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,"2023/5/8","WOOD RIDGE 0.2 N, NJ US"
"129",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/9","WOOD RIDGE 0.2 N, NJ US"
"130",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/10","WOOD RIDGE 0.2 N, NJ US"
"131",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/11","WOOD RIDGE 0.2 N, NJ US"
"132",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/12","WOOD RIDGE 0.2 N, NJ US"
"133",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/13","WOOD RIDGE 0.2 N, NJ US"
"134",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/14","WOOD RIDGE 0.2 N, NJ US"
"135",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/15","WOOD RIDGE 0.2 N, NJ US"
"136",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/16","WOOD RIDGE 0.2 N, NJ US"
"137",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/17","WOOD RIDGE 0.2 N, NJ US"
"138",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/18","WOOD RIDGE 0.2 N, NJ US"
"139",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/19","WOOD RIDGE 0.2 N, NJ US"
"140",NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,"2023/5/20","WOOD RIDGE 0.2 N, NJ US"
"141",NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,"2023/5/21","WOOD RIDGE 0.2 N, NJ US"
"142",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/22","WOOD RIDGE 0.2 N, NJ US"
"143",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/23","WOOD RIDGE 0.2 N, NJ US"
"144",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/24","WOOD RIDGE 0.2 N, NJ US"
"145",NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,"2023/5/25","WOOD RIDGE 0.2 N, NJ US"
"146",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/26","WOOD RIDGE 0.2 N, NJ US"
"147",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/27","WOOD RIDGE 0.2 N, NJ US"
"148",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/28","WOOD RIDGE 0.2 N, NJ US"
"149",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/29","WOOD RIDGE 0.2 N, NJ US"
"150",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/30","WOOD RIDGE 0.2 N, NJ US"
"151",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/5/31","WOOD RIDGE 0.2 N, NJ US"
"152",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/1","WOOD RIDGE 0.2 N, NJ US"
"153",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/2","WOOD RIDGE 0.2 N, NJ US"
"154",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/3","WOOD RIDGE 0.2 N, NJ US"
"155",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/4","WOOD RIDGE 0.2 N, NJ US"
"156",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/5","WOOD RIDGE 0.2 N, NJ US"
"157",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/6","WOOD RIDGE 0.2 N, NJ US"
"158",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/7","WOOD RIDGE 0.2 N, NJ US"
"159",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/8","WOOD RIDGE 0.2 N, NJ US"
"160",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/9","WOOD RIDGE 0.2 N, NJ US"
"161",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/10","WOOD RIDGE 0.2 N, NJ US"
"162",NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,"2023/6/11","WOOD RIDGE 0.2 N, NJ US"
"163",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/12","WOOD RIDGE 0.2 N, NJ US"
"164",NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,"2023/6/13","WOOD RIDGE 0.2 N, NJ US"
"165",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/14","WOOD RIDGE 0.2 N, NJ US"
"166",NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,"2023/6/15","WOOD RIDGE 0.2 N, NJ US"
"167",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/16","WOOD RIDGE 0.2 N, NJ US"
"168",NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,"2023/6/17","WOOD RIDGE 0.2 N, NJ US"
"169",NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,"2023/6/18","WOOD RIDGE 0.2 N, NJ US"
"170",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/19","WOOD RIDGE 0.2 N, NJ US"
"171",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/20","WOOD RIDGE 0.2 N, NJ US"
"172",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/21","WOOD RIDGE 0.2 N, NJ US"
"173",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"2023/6/22","WOOD RIDGE 0.2 N, NJ US"
"174",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"2023/6/23","WOOD RIDGE 0.2 N, NJ US"
"175",NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,"2023/6/24","WOOD RIDGE 0.2 N, NJ US"
"176",NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,"2023/6/25","WOOD RIDGE 0.2 N, NJ US"
"177",NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,"2023/6/26","WOOD RIDGE 0.2 N, NJ US"
"178",NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,"2023/6/27","WOOD RIDGE 0.2 N, NJ US"
"179",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,"2023/6/28","WOOD RIDGE 0.2 N, NJ US"
"180",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/29","WOOD RIDGE 0.2 N, NJ US"
"181",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/6/30","WOOD RIDGE 0.2 N, NJ US"
"182",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/1","WOOD RIDGE 0.2 N, NJ US"
"183",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/2","WOOD RIDGE 0.2 N, NJ US"
"184",NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,"2023/7/3","WOOD RIDGE 0.2 N, NJ US"
"185",NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,"2023/7/4","WOOD RIDGE 0.2 N, NJ US"
"186",NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,"2023/7/5","WOOD RIDGE 0.2 N, NJ US"
"187",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/6","WOOD RIDGE 0.2 N, NJ US"
"188",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/7","WOOD RIDGE 0.2 N, NJ US"
"189",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/8","WOOD RIDGE 0.2 N, NJ US"
"190",NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,"2023/7/9","WOOD RIDGE 0.2 N, NJ US"
"191",NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,"2023/7/10","WOOD RIDGE 0.2 N, NJ US"
"192",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/11","WOOD RIDGE 0.2 N, NJ US"
"193",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/12","WOOD RIDGE 0.2 N, NJ US"
"194",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/13","WOOD RIDGE 0.2 N, NJ US"
