STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT11
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/19,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/20,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/21,,,,,0.26,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/22,,,,,0.1,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/23,,,,,0.17,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/24,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/25,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/26,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/27,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/2/28,,,,,0.56,2.5,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/1,,,,,0.07,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/2,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/3,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/4,,,,,1.35,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/5,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/6,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/7,,,,,0.07,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/8,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/9,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/10,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/11,,,,,0.82,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/12,,,,,0.03,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/13,,,,,0.07,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/14,,,,,0.55,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/15,,,,,0.03,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/16,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/17,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/18,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/19,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/20,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/21,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/22,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/23,,,,,0,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/24,,,,,0.11,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/25,,,,,0,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/26,,,,,0.23,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/27,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/28,,,,,0.22,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/29,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/30,,,,,0.05,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/3/31,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/1,,,,,0.06,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/2,,,,,0.45,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/3,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/4,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/5,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/6,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/7,,,,,0,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/8,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/9,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/10,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/11,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/12,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/13,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/14,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/15,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/16,,,,,0.8,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/17,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/18,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/19,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/20,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/21,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/22,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/23,,,,,1.96,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/24,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/25,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/26,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/27,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/28,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/29,,,,,1.37,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/4/30,,,,,1.15,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/1,,,,,2.38,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/2,,,,,0.03,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/3,,,,,0.07,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/4,,,,,0.09,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/5,,,,,0.19,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/6,,,,,0,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/7,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/8,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/9,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/10,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/11,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/12,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/13,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/14,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/15,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/16,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/17,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/18,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/19,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/20,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/21,,,,,0.66,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/22,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/23,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/24,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/25,,,,,0.08,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/26,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/27,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/28,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/29,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/30,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/5/31,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/1,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/2,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/3,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/4,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/5,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/6,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/7,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/8,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/9,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/10,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/11,,,,,0.05,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/12,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/13,,,,,0.16,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/14,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/15,,,,,0.21,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/16,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/17,,,,,0.32,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/18,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/19,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/20,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/21,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/22,,,,,0,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/23,,,,,0,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/24,,,,,0.25,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/25,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/26,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/27,,,,,0.78,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/28,,,,,0.4,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/29,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/6/30,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/1,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/2,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/3,,,,,0.28,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/4,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/5,,,,,0.13,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/6,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/7,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/8,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/9,,,,,0.35,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/10,,,,,0.28,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/11,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/12,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/13,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/14,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/15,,,,,0.74,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/16,,,,,0.81,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/17,,,,,0.43,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/18,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/19,,,,,0.71,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/20,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/21,,,,,0.35,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/22,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/23,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/24,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/25,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/26,,,,,0.58,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/27,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/28,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/29,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/30,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/7/31,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NJBG0064,"WOOD RIDGE 0.2 N, NJ US",2023/8/1,,,,,0.02,0,,,,,,,,,,,,,,,,,,
